neighbourhood,longitude,room_type,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365
21.0,-73.91708,0.0,1.0,100.0,1.0,2.0
28.0,-73.95211,1.0,2.0,135.0,1.0,228.0
45.0,-73.96348,1.0,2.0,1.0,1.0,0.0
6.0,-73.91061,1.0,2.0,50.0,1.0,54.0
15.0,-73.95091,1.0,2.0,0.0,1.0,6.0
11.0,-74.00522,1.0,4.0,5.0,1.0,0.0
4.0,-73.94032,0.0,30.0,0.0,103.0,216.0
2.0,-73.9435,1.0,1.0,162.0,2.0,73.0
11.0,-74.00448,1.0,4.0,27.0,1.0,0.0
4.0,-73.94523,0.0,1.0,3.0,1.0,0.0
24.0,-73.95431,1.0,30.0,0.0,1.0,0.0
68.0,-73.9889,1.0,1.0,68.0,1.0,324.0
2.0,-73.95262,2.0,1.0,37.0,1.0,60.0
13.0,-73.974,0.0,30.0,0.0,25.0,67.0
21.0,-73.92593,0.0,2.0,4.0,1.0,0.0
68.0,-73.98589,1.0,14.0,1.0,1.0,0.0
21.0,-73.92109,0.0,2.0,22.0,1.0,0.0
19.0,-73.98316,1.0,7.0,21.0,1.0,27.0
126.0,-73.8954,0.0,3.0,27.0,6.0,256.0
12.0,-73.95376,0.0,5.0,6.0,2.0,0.0
6.0,-73.94565,0.0,3.0,21.0,1.0,73.0
6.0,-73.90788,0.0,1.0,40.0,3.0,146.0
31.0,-73.89892,1.0,3.0,55.0,3.0,289.0
121.0,-73.89556,1.0,2.0,4.0,2.0,0.0
15.0,-73.94276,1.0,2.0,2.0,1.0,0.0
6.0,-73.94031,1.0,2.0,38.0,1.0,0.0
14.0,-73.99735,1.0,3.0,1.0,1.0,77.0
8.0,-73.9692,1.0,1.0,2.0,1.0,0.0
99.0,-73.89893,0.0,3.0,6.0,1.0,87.0
12.0,-73.9543,1.0,8.0,79.0,1.0,78.0
43.0,-74.00438,1.0,3.0,5.0,1.0,37.0
81.0,-73.87627,0.0,2.0,188.0,2.0,2.0
81.0,-73.88285,0.0,6.0,69.0,5.0,253.0
7.0,-73.98749,1.0,3.0,8.0,1.0,1.0
34.0,-73.98862,0.0,1.0,1.0,1.0,0.0
19.0,-73.98426,1.0,1.0,0.0,1.0,0.0
1.0,-73.98319,0.0,10.0,0.0,2.0,89.0
4.0,-73.94129,0.0,7.0,0.0,1.0,0.0
1.0,-73.98015,0.0,6.0,0.0,1.0,0.0
26.0,-73.97741,1.0,30.0,7.0,52.0,365.0
11.0,-74.00382,1.0,3.0,10.0,1.0,88.0
71.0,-73.98871,1.0,3.0,3.0,1.0,265.0
14.0,-73.99494,1.0,2.0,40.0,1.0,288.0
67.0,-73.97339,2.0,11.0,2.0,12.0,0.0
12.0,-73.94214,0.0,14.0,0.0,1.0,0.0
2.0,-73.95584,0.0,1.0,22.0,1.0,365.0
3.0,-73.96389,0.0,2.0,89.0,3.0,318.0
12.0,-73.95626,1.0,3.0,2.0,1.0,2.0
6.0,-73.93207,1.0,1.0,0.0,2.0,0.0
8.0,-73.97953,1.0,3.0,21.0,1.0,42.0
83.0,-73.88088,0.0,28.0,5.0,2.0,0.0
12.0,-73.95166,0.0,6.0,89.0,2.0,89.0
7.0,-73.98985,0.0,1.0,63.0,2.0,19.0
4.0,-73.9408,0.0,1.0,6.0,1.0,0.0
18.0,-73.92347,0.0,2.0,2.0,2.0,76.0
30.0,-73.93734,0.0,2.0,19.0,1.0,0.0
28.0,-73.954,0.0,3.0,64.0,2.0,275.0
7.0,-73.98815,1.0,30.0,1.0,91.0,345.0
28.0,-73.9547,1.0,2.0,7.0,1.0,0.0
1.0,-73.98028,0.0,1.0,0.0,5.0,349.0
70.0,-73.89133,0.0,3.0,2.0,2.0,364.0
4.0,-73.94882,1.0,4.0,7.0,1.0,0.0
8.0,-73.96364,1.0,3.0,0.0,1.0,0.0
2.0,-73.94932,0.0,3.0,1.0,3.0,177.0
126.0,-73.89659,1.0,2.0,87.0,1.0,245.0
54.0,-73.93118,1.0,3.0,11.0,3.0,86.0
5.0,-73.97973,1.0,4.0,1.0,1.0,0.0
173.0,-73.81532,1.0,2.0,28.0,1.0,36.0
21.0,-73.92423,1.0,1.0,8.0,1.0,305.0
5.0,-73.97337,1.0,1.0,0.0,1.0,176.0
27.0,-74.00444,1.0,2.0,12.0,3.0,126.0
6.0,-73.93883,0.0,3.0,6.0,1.0,0.0
96.0,-74.00352,1.0,30.0,35.0,1.0,18.0
12.0,-73.94634,0.0,1.0,14.0,1.0,0.0
6.0,-73.94675,0.0,2.0,93.0,4.0,0.0
3.0,-73.96702,1.0,3.0,0.0,1.0,0.0
12.0,-73.9583,1.0,6.0,3.0,1.0,1.0
6.0,-73.9394,1.0,3.0,98.0,2.0,52.0
6.0,-73.94125,1.0,3.0,3.0,1.0,0.0
21.0,-73.91693,0.0,1.0,15.0,1.0,13.0
6.0,-73.94118,1.0,2.0,94.0,1.0,218.0
103.0,-73.88655,1.0,2.0,61.0,1.0,302.0
10.0,-73.98786,0.0,2.0,25.0,2.0,0.0
21.0,-73.92129,1.0,90.0,32.0,1.0,330.0
19.0,-73.98427,1.0,1.0,233.0,2.0,17.0
44.0,-73.90685,0.0,2.0,2.0,1.0,341.0
15.0,-73.93783,0.0,3.0,1.0,1.0,0.0
14.0,-74.00157,1.0,90.0,0.0,65.0,364.0
2.0,-73.94253,1.0,2.0,24.0,1.0,0.0
2.0,-73.95191,1.0,5.0,0.0,2.0,0.0
24.0,-73.95728,0.0,1.0,2.0,4.0,37.0
7.0,-73.98871,2.0,1.0,7.0,3.0,362.0
8.0,-73.9682,0.0,30.0,6.0,4.0,210.0
31.0,-73.90387,0.0,1.0,0.0,1.0,0.0
2.0,-73.94592,0.0,3.0,1.0,6.0,365.0
83.0,-73.89437,1.0,2.0,39.0,2.0,0.0
28.0,-73.95828,1.0,30.0,0.0,121.0,333.0
30.0,-73.93987,1.0,2.0,12.0,1.0,122.0
12.0,-73.9565,1.0,7.0,8.0,1.0,0.0
1.0,-73.9816,1.0,1.0,0.0,4.0,4.0
81.0,-73.87299,1.0,30.0,83.0,1.0,342.0
54.0,-73.92511,0.0,3.0,19.0,3.0,272.0
33.0,-73.99431,1.0,2.0,61.0,2.0,85.0
19.0,-73.98035,1.0,10.0,18.0,1.0,281.0
21.0,-73.9284,0.0,7.0,100.0,3.0,25.0
33.0,-73.99522,1.0,31.0,121.0,1.0,305.0
11.0,-74.00589,1.0,3.0,11.0,1.0,0.0
49.0,-73.90474,0.0,1.0,5.0,1.0,167.0
21.0,-73.92893,0.0,3.0,4.0,3.0,276.0
23.0,-73.99141,1.0,1.0,1.0,1.0,0.0
1.0,-73.98435,0.0,1.0,0.0,6.0,271.0
8.0,-73.97223,0.0,1.0,111.0,1.0,42.0
24.0,-73.94852,1.0,5.0,1.0,1.0,0.0
46.0,-73.80301,0.0,1.0,47.0,4.0,125.0
2.0,-73.94364,1.0,6.0,3.0,2.0,108.0
12.0,-73.94151,0.0,3.0,3.0,2.0,5.0
14.0,-73.9998,1.0,1.0,60.0,1.0,260.0
30.0,-73.94777,1.0,5.0,3.0,2.0,0.0
177.0,-73.89608,0.0,5.0,4.0,1.0,175.0
31.0,-73.89735,1.0,2.0,0.0,1.0,17.0
8.0,-73.97412,0.0,1.0,3.0,1.0,151.0
30.0,-73.93332,0.0,3.0,0.0,2.0,81.0
7.0,-73.99727,1.0,30.0,0.0,232.0,228.0
23.0,-73.98981,0.0,1.0,10.0,3.0,93.0
1.0,-73.98286,0.0,30.0,0.0,1.0,363.0
16.0,-73.9841,1.0,2.0,77.0,1.0,243.0
22.0,-73.96342,0.0,1.0,167.0,2.0,48.0
37.0,-73.80791,1.0,5.0,48.0,7.0,139.0
70.0,-73.87908,0.0,2.0,0.0,2.0,329.0
44.0,-73.90943,0.0,1.0,6.0,3.0,179.0
23.0,-73.98298,0.0,2.0,1.0,1.0,0.0
21.0,-73.92877,0.0,14.0,6.0,1.0,0.0
15.0,-73.94679,1.0,4.0,24.0,2.0,82.0
12.0,-73.94536,0.0,3.0,12.0,3.0,90.0
37.0,-73.81117,0.0,2.0,17.0,4.0,314.0
13.0,-73.97001,0.0,3.0,1.0,3.0,0.0
8.0,-73.97636,1.0,5.0,2.0,1.0,346.0
68.0,-73.98551,1.0,5.0,87.0,1.0,266.0
11.0,-74.0062,1.0,105.0,0.0,2.0,85.0
8.0,-73.96693,0.0,14.0,0.0,1.0,0.0
21.0,-73.90836,0.0,3.0,0.0,2.0,23.0
129.0,-73.86837,1.0,3.0,0.0,6.0,8.0
84.0,-73.87706,1.0,3.0,82.0,3.0,351.0
19.0,-73.97732,0.0,1.0,33.0,2.0,124.0
21.0,-73.9205,1.0,2.0,8.0,2.0,0.0
123.0,-74.00989,1.0,2.0,132.0,1.0,244.0
34.0,-73.98513,1.0,1.0,67.0,2.0,350.0
44.0,-73.89755,1.0,30.0,4.0,1.0,220.0
5.0,-73.97167,1.0,3.0,0.0,1.0,0.0
6.0,-73.93597,1.0,30.0,52.0,3.0,171.0
15.0,-73.93638,1.0,3.0,5.0,9.0,72.0
6.0,-73.93381,1.0,3.0,115.0,1.0,49.0
21.0,-73.93024,0.0,14.0,4.0,1.0,129.0
0.0,-73.97324,0.0,1.0,116.0,1.0,343.0
21.0,-73.92594,0.0,3.0,37.0,1.0,46.0
12.0,-73.94833,1.0,2.0,14.0,1.0,353.0
2.0,-73.94249,1.0,7.0,0.0,1.0,178.0
127.0,-73.84845,1.0,3.0,58.0,4.0,358.0
6.0,-73.94041,1.0,2.0,1.0,1.0,8.0
23.0,-73.98391,1.0,4.0,3.0,1.0,0.0
43.0,-74.01397,1.0,1.0,36.0,1.0,0.0
49.0,-73.90973,0.0,6.0,17.0,8.0,365.0
15.0,-73.96032,0.0,2.0,24.0,1.0,30.0
21.0,-73.9228,1.0,2.0,42.0,1.0,238.0
10.0,-73.98906,1.0,3.0,30.0,3.0,125.0
14.0,-73.99985,1.0,2.0,19.0,1.0,0.0
15.0,-73.95435,0.0,3.0,10.0,2.0,95.0
216.0,-74.16388,0.0,10.0,0.0,3.0,89.0
14.0,-74.00012,1.0,3.0,35.0,2.0,179.0
152.0,-73.7661,0.0,14.0,12.0,1.0,341.0
23.0,-73.98184,1.0,2.0,2.0,1.0,0.0
7.0,-73.99013,1.0,4.0,105.0,1.0,143.0
14.0,-74.00172,1.0,5.0,50.0,1.0,328.0
44.0,-73.89797,0.0,1.0,1.0,1.0,0.0
21.0,-73.92002,1.0,20.0,3.0,1.0,127.0
11.0,-74.00556,1.0,30.0,0.0,2.0,309.0
1.0,-73.96199,1.0,30.0,0.0,14.0,329.0
48.0,-73.99237,0.0,2.0,1.0,1.0,0.0
10.0,-73.98703,0.0,3.0,24.0,3.0,28.0
15.0,-73.92054,0.0,2.0,132.0,3.0,365.0
32.0,-73.99635,1.0,3.0,4.0,1.0,323.0
25.0,-73.93401,0.0,5.0,0.0,1.0,0.0
39.0,-73.92466,0.0,2.0,160.0,1.0,65.0
25.0,-73.93914,0.0,1.0,63.0,6.0,360.0
28.0,-73.94699,0.0,2.0,0.0,6.0,351.0
58.0,-73.83433,0.0,2.0,37.0,13.0,364.0
28.0,-73.95641,1.0,3.0,32.0,1.0,4.0
11.0,-74.00208,0.0,100.0,0.0,1.0,270.0
12.0,-73.96062,0.0,3.0,0.0,1.0,0.0
11.0,-74.00287,1.0,2.0,16.0,1.0,16.0
12.0,-73.94296,1.0,2.0,7.0,1.0,49.0
19.0,-73.98213,0.0,2.0,14.0,2.0,342.0
2.0,-73.95112,0.0,5.0,80.0,2.0,0.0
46.0,-73.76699,1.0,1.0,4.0,1.0,78.0
162.0,-73.85861,0.0,2.0,33.0,4.0,280.0
7.0,-73.9937,1.0,3.0,3.0,2.0,0.0
39.0,-73.9125,2.0,1.0,30.0,1.0,157.0
7.0,-73.9855,1.0,7.0,30.0,1.0,184.0
26.0,-73.97639,0.0,6.0,3.0,1.0,0.0
79.0,-74.01418,1.0,4.0,5.0,1.0,0.0
33.0,-73.99695,1.0,1.0,6.0,1.0,0.0
6.0,-73.92036,1.0,2.0,70.0,1.0,309.0
8.0,-73.97368,0.0,1.0,1.0,1.0,0.0
28.0,-73.94597,0.0,25.0,5.0,10.0,284.0
34.0,-73.98901,1.0,2.0,95.0,1.0,285.0
19.0,-73.98705,1.0,17.0,11.0,1.0,0.0
52.0,-74.0008,1.0,3.0,3.0,2.0,178.0
15.0,-73.94223,1.0,30.0,54.0,1.0,277.0
45.0,-73.9582,1.0,2.0,9.0,1.0,0.0
28.0,-73.95353,1.0,6.0,23.0,1.0,0.0
23.0,-73.98592,1.0,7.0,4.0,1.0,0.0
15.0,-73.93766,0.0,4.0,64.0,1.0,68.0
12.0,-73.94742,0.0,3.0,35.0,1.0,0.0
2.0,-73.9536,0.0,1.0,0.0,1.0,0.0
15.0,-73.93237,0.0,1.0,49.0,1.0,81.0
3.0,-73.96715,1.0,3.0,39.0,1.0,0.0
54.0,-73.9282,1.0,7.0,0.0,1.0,343.0
43.0,-74.01099,1.0,2.0,2.0,1.0,295.0
4.0,-73.94361,0.0,1.0,37.0,1.0,365.0
52.0,-73.99936,1.0,42.0,2.0,1.0,91.0
23.0,-73.98196,1.0,3.0,90.0,1.0,147.0
12.0,-73.96487,1.0,5.0,1.0,1.0,78.0
2.0,-73.93989,0.0,1.0,124.0,2.0,37.0
52.0,-74.00156,1.0,3.0,3.0,1.0,0.0
7.0,-73.98854,1.0,30.0,4.0,5.0,337.0
21.0,-73.92849,0.0,7.0,26.0,2.0,0.0
20.0,-73.95688,0.0,2.0,72.0,2.0,165.0
4.0,-73.95003,0.0,3.0,17.0,6.0,42.0
6.0,-73.90999,0.0,5.0,11.0,1.0,0.0
23.0,-73.98911,1.0,1.0,22.0,1.0,28.0
28.0,-73.95303,0.0,3.0,0.0,1.0,322.0
89.0,-74.08496,2.0,3.0,0.0,7.0,37.0
28.0,-73.95309,1.0,5.0,4.0,1.0,0.0
12.0,-73.95727,1.0,10.0,5.0,1.0,0.0
103.0,-73.88367,1.0,3.0,102.0,1.0,300.0
35.0,-73.93079,0.0,2.0,58.0,3.0,311.0
30.0,-73.93313,1.0,5.0,6.0,3.0,37.0
8.0,-73.97696,0.0,7.0,1.0,1.0,0.0
6.0,-73.95002,1.0,1.0,33.0,1.0,83.0
21.0,-73.93979,0.0,30.0,1.0,4.0,364.0
13.0,-73.97167,1.0,4.0,3.0,1.0,0.0
5.0,-73.97937,1.0,2.0,5.0,1.0,0.0
4.0,-73.94337,1.0,2.0,1.0,1.0,180.0
52.0,-73.99335,1.0,1.0,0.0,1.0,0.0
43.0,-74.00698,1.0,29.0,0.0,96.0,31.0
1.0,-73.966,1.0,4.0,51.0,2.0,317.0
20.0,-73.95106,0.0,2.0,0.0,1.0,0.0
6.0,-73.94204,0.0,1.0,25.0,3.0,141.0
25.0,-73.94109,0.0,1.0,2.0,1.0,1.0
12.0,-73.93738,0.0,14.0,0.0,1.0,0.0
8.0,-73.97825,1.0,2.0,11.0,1.0,0.0
68.0,-73.98634,1.0,3.0,72.0,1.0,25.0
28.0,-73.96622,1.0,1.0,0.0,1.0,0.0
6.0,-73.95724,2.0,2.0,6.0,34.0,343.0
45.0,-73.95954,0.0,1.0,0.0,1.0,0.0
1.0,-73.97034,1.0,2.0,64.0,1.0,131.0
64.0,-73.99388,1.0,4.0,43.0,1.0,347.0
6.0,-73.93022,0.0,5.0,13.0,1.0,89.0
21.0,-73.93294,1.0,3.0,109.0,2.0,191.0
6.0,-73.93838,1.0,10.0,10.0,2.0,185.0
14.0,-74.00605,1.0,1.0,4.0,1.0,122.0
7.0,-73.99198,0.0,2.0,5.0,3.0,252.0
53.0,-73.99671,1.0,30.0,0.0,91.0,312.0
10.0,-73.98822,1.0,2.0,2.0,1.0,14.0
84.0,-73.87044,1.0,30.0,4.0,6.0,170.0
43.0,-74.01144,1.0,7.0,2.0,1.0,0.0
129.0,-73.85114,1.0,4.0,1.0,1.0,0.0
79.0,-74.01816,0.0,1.0,0.0,2.0,177.0
117.0,-73.95488,1.0,1.0,75.0,1.0,81.0
22.0,-73.96799,0.0,1.0,0.0,1.0,0.0
8.0,-73.97837,0.0,7.0,11.0,1.0,362.0
28.0,-73.94852,1.0,1.0,5.0,1.0,164.0
2.0,-73.95099,0.0,1.0,1.0,5.0,0.0
100.0,-73.91369,1.0,2.0,91.0,1.0,224.0
24.0,-73.96169,1.0,2.0,45.0,4.0,345.0
25.0,-73.93419,0.0,1.0,64.0,9.0,285.0
28.0,-73.96223,1.0,3.0,0.0,1.0,277.0
19.0,-73.98078,1.0,30.0,4.0,9.0,338.0
43.0,-74.01112,1.0,2.0,7.0,327.0,338.0
19.0,-73.99008,0.0,3.0,8.0,1.0,0.0
15.0,-73.93938,1.0,2.0,11.0,2.0,269.0
7.0,-73.99118,0.0,1.0,53.0,1.0,42.0
27.0,-74.00179,1.0,2.0,2.0,1.0,0.0
1.0,-73.97769,0.0,1.0,32.0,2.0,365.0
21.0,-73.9066,2.0,30.0,0.0,6.0,330.0
7.0,-73.99124,0.0,3.0,5.0,1.0,0.0
44.0,-73.90201,1.0,1.0,2.0,1.0,0.0
12.0,-73.94466,0.0,2.0,6.0,1.0,0.0
37.0,-73.81356,0.0,1.0,0.0,7.0,79.0
48.0,-73.99423,1.0,7.0,0.0,1.0,219.0
111.0,-73.99757,0.0,2.0,0.0,3.0,139.0
81.0,-73.87211,2.0,2.0,1.0,3.0,365.0
12.0,-73.95648,0.0,3.0,0.0,1.0,365.0
7.0,-73.99498,1.0,30.0,3.0,7.0,365.0
44.0,-73.91207,0.0,7.0,3.0,3.0,0.0
20.0,-73.9426,0.0,6.0,0.0,2.0,54.0
8.0,-73.96407,0.0,1.0,80.0,3.0,19.0
49.0,-73.91356,0.0,1.0,20.0,3.0,20.0
136.0,-73.86451,0.0,2.0,1.0,1.0,0.0
4.0,-73.93853,0.0,1.0,21.0,1.0,64.0
90.0,-74.0318,0.0,1.0,4.0,1.0,156.0
24.0,-73.95081,1.0,1.0,19.0,1.0,0.0
15.0,-73.9553,0.0,2.0,0.0,1.0,98.0
1.0,-73.96807,1.0,2.0,102.0,1.0,235.0
12.0,-73.96208,0.0,2.0,2.0,1.0,42.0
14.0,-73.99436,1.0,6.0,53.0,1.0,304.0
20.0,-73.94844,0.0,5.0,1.0,2.0,0.0
2.0,-73.94189,1.0,5.0,5.0,1.0,0.0
64.0,-73.99592,1.0,3.0,52.0,1.0,119.0
28.0,-73.95628,1.0,7.0,8.0,1.0,0.0
23.0,-73.98678,1.0,5.0,0.0,1.0,32.0
12.0,-73.94776,1.0,4.0,148.0,3.0,11.0
7.0,-73.99205,0.0,4.0,26.0,1.0,278.0
6.0,-73.94552,0.0,2.0,23.0,3.0,322.0
5.0,-73.97698,1.0,4.0,2.0,1.0,0.0
19.0,-73.97528,0.0,30.0,0.0,1.0,0.0
2.0,-73.95274,0.0,28.0,4.0,1.0,22.0
12.0,-73.95938,1.0,28.0,208.0,2.0,200.0
49.0,-73.90885,0.0,3.0,0.0,1.0,0.0
30.0,-73.93925,0.0,1.0,86.0,1.0,0.0
2.0,-73.95583,0.0,5.0,34.0,3.0,40.0
19.0,-73.98692,0.0,2.0,114.0,2.0,98.0
3.0,-73.96051,1.0,14.0,3.0,1.0,0.0
25.0,-73.93938,1.0,1.0,0.0,1.0,0.0
2.0,-73.94931,0.0,4.0,1.0,8.0,340.0
88.0,-73.84987,1.0,3.0,68.0,1.0,2.0
54.0,-73.95016,1.0,2.0,20.0,2.0,293.0
6.0,-73.9248,0.0,3.0,1.0,1.0,0.0
49.0,-73.91665,1.0,2.0,1.0,1.0,3.0
19.0,-73.97981,0.0,60.0,0.0,1.0,147.0
2.0,-73.9578,0.0,2.0,12.0,1.0,1.0
12.0,-73.95666,0.0,3.0,4.0,1.0,0.0
4.0,-73.94054,1.0,1.0,0.0,1.0,0.0
15.0,-73.95172,1.0,2.0,22.0,1.0,92.0
43.0,-74.0146,1.0,6.0,100.0,1.0,310.0
1.0,-73.97134,1.0,2.0,12.0,4.0,0.0
49.0,-73.91304,0.0,1.0,12.0,1.0,0.0
52.0,-74.00018,1.0,3.0,4.0,1.0,0.0
12.0,-73.94663,1.0,14.0,1.0,1.0,0.0
90.0,-74.03022,0.0,30.0,5.0,2.0,0.0
6.0,-73.93518,0.0,6.0,2.0,1.0,0.0
24.0,-73.96122,0.0,10.0,94.0,2.0,0.0
0.0,-73.97265,0.0,1.0,37.0,1.0,97.0
14.0,-74.00106,1.0,2.0,2.0,1.0,0.0
54.0,-73.93913,0.0,2.0,5.0,2.0,191.0
67.0,-73.9821,0.0,2.0,1.0,1.0,0.0
12.0,-73.94651,0.0,2.0,3.0,2.0,0.0
35.0,-73.92724,1.0,2.0,3.0,3.0,180.0
13.0,-73.97452,1.0,2.0,34.0,1.0,3.0
6.0,-73.92029,0.0,1.0,0.0,4.0,0.0
6.0,-73.94388,0.0,1.0,75.0,3.0,295.0
28.0,-73.96675,1.0,14.0,0.0,3.0,344.0
8.0,-73.97404,0.0,3.0,2.0,1.0,0.0
74.0,-74.12819,0.0,1.0,0.0,1.0,0.0
15.0,-73.9489,1.0,3.0,5.0,5.0,278.0
12.0,-73.95684,1.0,5.0,2.0,1.0,0.0
16.0,-73.97967,0.0,2.0,23.0,1.0,365.0
56.0,-73.91771,1.0,14.0,0.0,1.0,0.0
6.0,-73.94546,0.0,3.0,1.0,3.0,81.0
21.0,-73.92418,0.0,5.0,39.0,1.0,187.0
2.0,-73.94902,1.0,2.0,31.0,1.0,14.0
28.0,-73.95523,1.0,2.0,3.0,1.0,0.0
8.0,-73.97197,1.0,30.0,2.0,16.0,358.0
2.0,-73.94622,1.0,30.0,17.0,1.0,157.0
2.0,-73.94199,0.0,30.0,1.0,103.0,0.0
4.0,-73.94117,0.0,3.0,8.0,4.0,0.0
8.0,-73.9698,2.0,2.0,0.0,1.0,0.0
4.0,-73.93955,0.0,1.0,2.0,10.0,365.0
81.0,-73.87237,0.0,30.0,0.0,37.0,0.0
8.0,-73.97099,0.0,2.0,2.0,3.0,0.0
6.0,-73.93121,1.0,4.0,76.0,2.0,274.0
8.0,-73.9875,0.0,2.0,15.0,1.0,58.0
7.0,-73.99033,1.0,3.0,3.0,1.0,160.0
12.0,-73.93706,1.0,3.0,2.0,1.0,0.0
38.0,-73.98924,1.0,4.0,95.0,1.0,251.0
12.0,-73.95992,0.0,1.0,4.0,1.0,0.0
2.0,-73.95242,0.0,20.0,0.0,1.0,273.0
38.0,-73.9809,1.0,2.0,134.0,1.0,56.0
9.0,-73.99266,1.0,4.0,6.0,3.0,341.0
6.0,-73.93208,0.0,30.0,1.0,27.0,339.0
6.0,-73.91825,1.0,4.0,3.0,1.0,333.0
28.0,-73.96031,1.0,14.0,0.0,1.0,358.0
46.0,-73.78275,1.0,2.0,23.0,7.0,10.0
25.0,-73.92762,1.0,2.0,65.0,1.0,259.0
12.0,-73.95815,0.0,4.0,0.0,1.0,0.0
1.0,-73.97232,1.0,3.0,0.0,1.0,51.0
120.0,-73.78717,0.0,2.0,45.0,1.0,118.0
110.0,-74.089,2.0,4.0,1.0,7.0,68.0
25.0,-73.93143,0.0,2.0,6.0,2.0,90.0
19.0,-73.98824,0.0,1.0,0.0,7.0,0.0
21.0,-73.90815,0.0,30.0,3.0,1.0,179.0
102.0,-74.00698,1.0,30.0,0.0,1.0,346.0
7.0,-73.98954,1.0,2.0,5.0,1.0,70.0
88.0,-73.85889,0.0,1.0,12.0,3.0,315.0
6.0,-73.9601,1.0,4.0,7.0,1.0,0.0
186.0,-74.09606,1.0,4.0,20.0,1.0,358.0
12.0,-73.95863,1.0,10.0,0.0,1.0,0.0
21.0,-73.92943,0.0,1.0,0.0,1.0,0.0
162.0,-73.86477,2.0,2.0,10.0,6.0,356.0
7.0,-73.99715,0.0,1.0,1.0,30.0,365.0
63.0,-73.83439,2.0,4.0,0.0,5.0,334.0
1.0,-73.98414,1.0,2.0,1.0,1.0,0.0
12.0,-73.94662,1.0,2.0,1.0,1.0,0.0
46.0,-73.78924,0.0,3.0,0.0,1.0,365.0
21.0,-73.90734,1.0,2.0,70.0,1.0,54.0
4.0,-73.93164,0.0,2.0,23.0,2.0,5.0
8.0,-73.97415,1.0,2.0,30.0,1.0,0.0
12.0,-73.94708,1.0,1.0,14.0,1.0,336.0
20.0,-73.94613,1.0,3.0,1.0,1.0,0.0
163.0,-74.13706,1.0,30.0,9.0,2.0,130.0
147.0,-73.91729,0.0,4.0,4.0,3.0,89.0
12.0,-73.95945,0.0,4.0,1.0,1.0,220.0
12.0,-73.95003,1.0,2.0,2.0,1.0,298.0
21.0,-73.91474,0.0,2.0,4.0,1.0,310.0
28.0,-73.95748,1.0,2.0,1.0,1.0,0.0
111.0,-73.99686,0.0,3.0,1.0,1.0,53.0
28.0,-73.94725,1.0,2.0,31.0,1.0,0.0
56.0,-73.91963,1.0,1.0,229.0,3.0,89.0
12.0,-73.95727,1.0,3.0,3.0,1.0,85.0
23.0,-73.99032,0.0,10.0,0.0,1.0,0.0
2.0,-73.95261,0.0,2.0,8.0,1.0,3.0
31.0,-73.90185,0.0,1.0,0.0,1.0,0.0
21.0,-73.90455,0.0,7.0,0.0,1.0,0.0
3.0,-73.9605,0.0,1.0,23.0,1.0,189.0
33.0,-74.00117,1.0,4.0,5.0,3.0,333.0
7.0,-73.98737,1.0,4.0,10.0,1.0,80.0
111.0,-73.9837,1.0,1.0,3.0,1.0,177.0
56.0,-73.91488,0.0,7.0,0.0,3.0,338.0
24.0,-73.95142,0.0,2.0,58.0,1.0,52.0
12.0,-73.94935,1.0,2.0,14.0,1.0,65.0
2.0,-73.95105,1.0,120.0,7.0,2.0,139.0
8.0,-73.96168,0.0,3.0,176.0,3.0,253.0
169.0,-73.88914,0.0,2.0,1.0,1.0,342.0
2.0,-73.94433,1.0,30.0,25.0,1.0,249.0
14.0,-73.99553,1.0,110.0,6.0,19.0,332.0
6.0,-73.94164,1.0,1.0,40.0,1.0,3.0
0.0,-73.9738,1.0,3.0,2.0,1.0,0.0
14.0,-74.00427,1.0,90.0,0.0,1.0,365.0
2.0,-73.9489,0.0,1.0,8.0,1.0,0.0
28.0,-73.9535,1.0,2.0,6.0,1.0,11.0
63.0,-73.83982,0.0,2.0,128.0,3.0,332.0
11.0,-74.00459,0.0,1.0,74.0,2.0,243.0
84.0,-73.89489,0.0,1.0,51.0,1.0,16.0
15.0,-73.9369,1.0,3.0,2.0,1.0,0.0
6.0,-73.91084,0.0,7.0,41.0,2.0,0.0
25.0,-73.93445,1.0,2.0,0.0,1.0,312.0
17.0,-73.97757,0.0,2.0,0.0,2.0,0.0
30.0,-73.93616,0.0,2.0,1.0,1.0,359.0
20.0,-73.94016,1.0,2.0,0.0,1.0,0.0
20.0,-73.94857,0.0,1.0,0.0,1.0,0.0
6.0,-73.92856,1.0,2.0,122.0,1.0,59.0
15.0,-73.93655,1.0,3.0,29.0,9.0,46.0
21.0,-73.9308,1.0,7.0,5.0,1.0,0.0
21.0,-73.92095,1.0,1.0,58.0,1.0,0.0
12.0,-73.96207,0.0,1.0,30.0,2.0,365.0
22.0,-73.96108,0.0,7.0,12.0,1.0,0.0
8.0,-73.96482,1.0,30.0,24.0,11.0,364.0
21.0,-73.92399,0.0,2.0,226.0,2.0,164.0
12.0,-73.95766,1.0,3.0,20.0,1.0,128.0
23.0,-73.9865,0.0,10.0,0.0,1.0,0.0
19.0,-73.98673,1.0,3.0,0.0,1.0,180.0
77.0,-74.00621,1.0,30.0,0.0,232.0,310.0
12.0,-73.96256,0.0,7.0,4.0,1.0,0.0
8.0,-73.96195,0.0,1.0,0.0,1.0,293.0
12.0,-73.93824,0.0,1.0,0.0,1.0,0.0
